sub_task_id,task_id,category,task,sub_task
1075,218,['Logical Reasoning'],Learning to identify different bird species.,Document the bird species you see and their behaviors.
1076,219,"['Brainstorming and Ideation', 'Design and Art']",Creating a DIY project using recycled materials.,"Create a DIY project using recycled materials, such as a birdhouse made from old wood."
1077,219,"['Brainstorming and Ideation', 'Design and Art']",Creating a DIY project using recycled materials.,Design and build furniture using reclaimed materials.
1078,219,"['Brainstorming and Ideation', 'Design and Art']",Creating a DIY project using recycled materials.,Create art pieces from recycled objects.
1079,219,"['Brainstorming and Ideation', 'Design and Art']",Creating a DIY project using recycled materials.,Build a garden planter from old containers and materials.
1080,219,"['Brainstorming and Ideation', 'Design and Art']",Creating a DIY project using recycled materials.,Document your DIY projects and share the process online.
1081,220,"['Brainstorming and Ideation', 'Creative Writing and Literature']",Exploring different types of film and creating a short documentary.,Create a short documentary on a local issue or topic.
1082,220,"['Brainstorming and Ideation', 'Creative Writing and Literature']",Exploring different types of film and creating a short documentary.,Experiment with different filmmaking techniques and document the process.
1083,220,"['Brainstorming and Ideation', 'Creative Writing and Literature']",Exploring different types of film and creating a short documentary.,Create a documentary about a personal interest or hobby.
1084,220,"['Brainstorming and Ideation', 'Creative Writing and Literature']",Exploring different types of film and creating a short documentary.,Interview local experts and include their insights in your documentary.
1085,220,"['Brainstorming and Ideation', 'Creative Writing and Literature']",Exploring different types of film and creating a short documentary.,Document a day in the life of someone in your community.
1086,221,['Tasks that Involve Physical Actions (GPT cannot perform)'],Trying out different painting techniques and styles.,"Try out different painting techniques, such as stippling and dry brushing."
1087,221,['Tasks that Involve Physical Actions (GPT cannot perform)'],Trying out different painting techniques and styles.,Experiment with color theory and create a series of paintings.
1088,221,['Tasks that Involve Physical Actions (GPT cannot perform)'],Trying out different painting techniques and styles.,Practice different styles of abstract painting.
1089,221,['Tasks that Involve Physical Actions (GPT cannot perform)'],Trying out different painting techniques and styles.,"Learn to paint using different mediums, such as acrylics and oils."
1090,221,['Tasks that Involve Physical Actions (GPT cannot perform)'],Trying out different painting techniques and styles.,Create a series of themed paintings based on a specific subject.
1091,222,['Summarization and Explanation'],Summarizing an article about a historical event in a structured way.,"Summarize the following passage about the Apollo 11 mission in 50 words: 'Neil Armstrong and Buzz Aldrin landed on the Moon on July 20, 1969, in the Eagle lunar module. They spent about 21 hours on the lunar surface, collecting samples and conducting experiments before returning to the command module piloted by Michael Collins.'"
1092,222,['Summarization and Explanation'],Summarizing an article about a historical event in a structured way.,"Extract three key events from this passage about the French Revolution: 'The French Revolution began in 1789 with the storming of the Bastille. The monarchy was abolished, and King Louis XVI was executed in 1793. The revolution led to the rise of Napoleon Bonaparte in 1799.'"
1093,222,['Summarization and Explanation'],Summarizing an article about a historical event in a structured way.,"Rephrase the introduction of this historical article while preserving its main idea: 'The Industrial Revolution, which began in the late 18th century, transformed economies from agrarian to industrial, bringing significant technological advancements.'"
1094,222,['Summarization and Explanation'],Summarizing an article about a historical event in a structured way.,"Compare these two summaries of the Civil Rights Movement and identify key differences: 'Summary 1: The Civil Rights Movement aimed to end racial discrimination in the US, leading to landmark legislation. Summary 2: A movement in the 1950s-60s fought against segregation and racial injustice, resulting in major legal reforms.'"
1095,222,['Summarization and Explanation'],Summarizing an article about a historical event in a structured way.,"Generate a concise summary of the following biography of Albert Einstein: 'Born in 1879 in Germany, Einstein revolutionized physics with his theory of relativity. He received the Nobel Prize in 1921 for his work on the photoelectric effect. He later emigrated to the US and contributed to the development of quantum mechanics and cosmology.'"
1096,223,['Puzzles and Logic'],Solving classic riddles that require logical deduction.,Solve the following riddle: 'I speak without a mouth and hear without ears. Who am I?'
1097,223,['Puzzles and Logic'],Solving classic riddles that require logical deduction.,"Explain the logic behind this classic riddle: 'You see a boat filled with people, yet there isn’t a single person on board. How?'"
1098,223,['Puzzles and Logic'],Solving classic riddles that require logical deduction.,Create a new riddle that requires logical deduction to solve.
1099,223,['Puzzles and Logic'],Solving classic riddles that require logical deduction.,"Provide a step-by-step explanation for solving this number-sequence riddle: '2, 6, 12, 20, ?, 42'"
1100,223,['Puzzles and Logic'],Solving classic riddles that require logical deduction.,"Find a pattern in the following logic puzzle and describe how to approach solving it: 'A man is trapped in a room with two doors: one leads to certain death, the other to freedom. Two guards stand by, one always lies, the other tells the truth. What question should he ask to escape?'"
1101,224,['Language Learning and Translation'],Translating and adapting text for different audiences while maintaining meaning.,"Translate the following passage from English to French while maintaining its tone: 'The rapid advancements in artificial intelligence are reshaping industries worldwide, improving efficiency and creating new possibilities for automation.'"
1102,224,['Language Learning and Translation'],Translating and adapting text for different audiences while maintaining meaning.,"Adapt the following technical documentation for a non-expert audience: 'A neural network consists of layers of interconnected nodes, each performing weighted calculations to derive patterns from input data.'"
1103,224,['Language Learning and Translation'],Translating and adapting text for different audiences while maintaining meaning.,Identify and correct errors in the following machine-translated text from Spanish to English: 'He have went to the market yesterday to buying some food.'
1104,224,['Language Learning and Translation'],Translating and adapting text for different audiences while maintaining meaning.,Rewrite this marketing slogan in a more formal tone suitable for a business audience: 'Get ready for the best experience ever!'
1105,224,['Language Learning and Translation'],Translating and adapting text for different audiences while maintaining meaning.,Compare the cultural differences in these two translations of the same joke from English to Japanese and German: 'Why did the scarecrow win an award? Because he was outstanding in his field!'
1106,225,"['Logical Reasoning', 'Puzzles and Logic']",Explaining different techniques for solving number-based puzzles.,Explain the step-by-step process for solving Sudoku puzzles.
1107,225,"['Logical Reasoning', 'Puzzles and Logic']",Explaining different techniques for solving number-based puzzles.,Describe a general approach to solving magic squares.
1108,225,"['Logical Reasoning', 'Puzzles and Logic']",Explaining different techniques for solving number-based puzzles.,Illustrate how backtracking algorithms are used to solve number-based puzzles.
1109,225,"['Logical Reasoning', 'Puzzles and Logic']",Explaining different techniques for solving number-based puzzles.,Explain how to recognize prime numbers within a given puzzle setup.
1110,225,"['Logical Reasoning', 'Puzzles and Logic']",Explaining different techniques for solving number-based puzzles.,Compare different strategies used in solving arithmetic progression-based puzzles.
1111,226,"['Mathematics and Numbers', 'Logical Reasoning']",Identifying and proving fundamental properties of numbers.,Prove that the sum of two even numbers is always even.
1112,226,"['Mathematics and Numbers', 'Logical Reasoning']",Identifying and proving fundamental properties of numbers.,Show that the product of two odd numbers is always odd.
1113,226,"['Mathematics and Numbers', 'Logical Reasoning']",Identifying and proving fundamental properties of numbers.,Demonstrate why any prime number greater than 2 is always odd.
1114,226,"['Mathematics and Numbers', 'Logical Reasoning']",Identifying and proving fundamental properties of numbers.,Explain why the square of an integer is either a multiple of 4 or 1 more than a multiple of 4.
1115,226,"['Mathematics and Numbers', 'Logical Reasoning']",Identifying and proving fundamental properties of numbers.,Determine if the following number is prime and justify your answer: 97.
1116,227,"['Scientific and Experimental', 'Summarization and Explanation']",Explaining how scientific measurements are used to determine historical timelines.,Explain how radiocarbon dating helps determine the age of ancient artifacts.
1117,227,"['Scientific and Experimental', 'Summarization and Explanation']",Explaining how scientific measurements are used to determine historical timelines.,Describe how ice core samples provide historical climate data.
1118,227,"['Scientific and Experimental', 'Summarization and Explanation']",Explaining how scientific measurements are used to determine historical timelines.,Summarize how dendrochronology (tree ring analysis) is used in historical dating.
1119,227,"['Scientific and Experimental', 'Summarization and Explanation']",Explaining how scientific measurements are used to determine historical timelines.,Compare the accuracy of different scientific dating methods.
1120,227,"['Scientific and Experimental', 'Summarization and Explanation']",Explaining how scientific measurements are used to determine historical timelines.,Evaluate the limitations of radiometric dating techniques.
1121,228,"['Logical Reasoning', 'Creative Writing and Literature']",Generating and analyzing riddles based on word meanings and phonetics.,Create a riddle where the answer is a homophone.
1122,228,"['Logical Reasoning', 'Creative Writing and Literature']",Generating and analyzing riddles based on word meanings and phonetics.,Analyze the wordplay in the following riddle: 'What has keys but can’t open locks?'
1123,228,"['Logical Reasoning', 'Creative Writing and Literature']",Generating and analyzing riddles based on word meanings and phonetics.,Generate a riddle that involves a pun related to an everyday object.
1124,228,"['Logical Reasoning', 'Creative Writing and Literature']",Generating and analyzing riddles based on word meanings and phonetics.,Explain how phonetics plays a role in solving certain types of riddles.
1125,228,"['Logical Reasoning', 'Creative Writing and Literature']",Generating and analyzing riddles based on word meanings and phonetics.,Identify the hidden wordplay in the following riddle: 'I have hands but I can’t clap. What am I?'
1126,229,"['Mathematics and Numbers', 'Scientific and Experimental']",Recognizing and applying mathematical sequences in problem-solving.,"Identify the next number in the sequence: 1, 3, 6, 10, 15, ?"
1127,229,"['Mathematics and Numbers', 'Scientific and Experimental']",Recognizing and applying mathematical sequences in problem-solving.,Explain the logic behind the Fibonacci sequence and provide the first ten terms.
1128,229,"['Mathematics and Numbers', 'Scientific and Experimental']",Recognizing and applying mathematical sequences in problem-solving.,"Classify the following sequences as arithmetic or geometric: '3, 6, 9, 12' and '2, 4, 8, 16'."
1129,229,"['Mathematics and Numbers', 'Scientific and Experimental']",Recognizing and applying mathematical sequences in problem-solving.,"Find the missing number in this sequence: '100, 96, 92, ?, 84, 80'."
1130,229,"['Mathematics and Numbers', 'Scientific and Experimental']",Recognizing and applying mathematical sequences in problem-solving.,"Describe a real-world example where numerical sequences are applied, such as in nature or finance."
1131,230,"['Logical Reasoning', 'Summarization and Explanation']",Evaluating the reliability of different types of statements.,Determine if the following statement is a fact or an opinion: 'Chocolate ice cream is the best flavor.'
1132,230,"['Logical Reasoning', 'Summarization and Explanation']",Evaluating the reliability of different types of statements.,"Classify the reliability of this statement: 'Vaccines cause autism,' based on scientific evidence."
1133,230,"['Logical Reasoning', 'Summarization and Explanation']",Evaluating the reliability of different types of statements.,Analyze the credibility of this source: 'A blog post claiming that climate change is a hoax.'
1134,230,"['Logical Reasoning', 'Summarization and Explanation']",Evaluating the reliability of different types of statements.,Explain why primary sources are generally more reliable than secondary sources.
1135,230,"['Logical Reasoning', 'Summarization and Explanation']",Evaluating the reliability of different types of statements.,Compare the reliability of a peer-reviewed journal article versus a social media post on the same topic.
1136,231,"['Puzzles and Logic', 'Mathematics and Numbers']",Finding patterns in numerical sequences and explaining their significance.,"Identify the pattern in the following number sequence and determine the next number: '1, 4, 9, 16, ?'"
1137,231,"['Puzzles and Logic', 'Mathematics and Numbers']",Finding patterns in numerical sequences and explaining their significance.,Explain why prime numbers do not follow a simple arithmetic pattern.
1138,231,"['Puzzles and Logic', 'Mathematics and Numbers']",Finding patterns in numerical sequences and explaining their significance.,"Find the next term in this geometric sequence: '2, 6, 18, 54, ?'"
1139,231,"['Puzzles and Logic', 'Mathematics and Numbers']",Finding patterns in numerical sequences and explaining their significance.,Describe a real-world situation where recognizing numerical patterns is useful.
1140,231,"['Puzzles and Logic', 'Mathematics and Numbers']",Finding patterns in numerical sequences and explaining their significance.,Explain how Pascal’s Triangle is related to binomial expansions.
1141,232,['Summarization and Explanation'],Comparing different methods for summarizing long texts.,Describe the key differences between abstractive and extractive summarization.
1142,232,['Summarization and Explanation'],Comparing different methods for summarizing long texts.,Explain how sentence compression techniques are used in text summarization.
1143,232,['Summarization and Explanation'],Comparing different methods for summarizing long texts.,Compare how AI-based summarization tools differ from human-generated summaries.
1144,232,['Summarization and Explanation'],Comparing different methods for summarizing long texts.,Describe a step-by-step process for generating a summary using extractive techniques.
1145,232,['Summarization and Explanation'],Comparing different methods for summarizing long texts.,Explain the challenges of summarizing texts with conflicting viewpoints.
1146,233,"['Logical Reasoning', 'Puzzles and Logic']",Solving logical paradoxes and explaining why they arise.,Explain the paradox in this statement: 'This sentence is false.'
1147,233,"['Logical Reasoning', 'Puzzles and Logic']",Solving logical paradoxes and explaining why they arise.,Analyze the implications of Zeno’s Paradoxes on the concept of infinity.
1148,233,"['Logical Reasoning', 'Puzzles and Logic']",Solving logical paradoxes and explaining why they arise.,Describe why the Liar Paradox creates a logical inconsistency.
1149,233,"['Logical Reasoning', 'Puzzles and Logic']",Solving logical paradoxes and explaining why they arise.,Explain how the Barber Paradox challenges set theory.
1150,233,"['Logical Reasoning', 'Puzzles and Logic']",Solving logical paradoxes and explaining why they arise.,Provide a modern-day example of a paradox and explain why it is difficult to resolve.
1151,234,['Language Learning and Translation'],Translating figurative language across different cultures.,"Translate the English idiom 'Break a leg' into French, Spanish, and Japanese while maintaining its meaning."
1152,234,['Language Learning and Translation'],Translating figurative language across different cultures.,Explain why direct translations of idioms often fail to convey the original meaning.
1153,234,['Language Learning and Translation'],Translating figurative language across different cultures.,Identify an idiom in Mandarin that has no direct equivalent in English and explain its meaning.
1154,234,['Language Learning and Translation'],Translating figurative language across different cultures.,Compare how humor is translated in English and German idiomatic expressions.
1155,234,['Language Learning and Translation'],Translating figurative language across different cultures.,Rewrite the idiom 'The ball is in your court' in a culturally neutral way.
1156,235,"['Puzzles and Logic', 'Logical Reasoning']",Explaining step-by-step strategies for solving common word puzzles.,Describe a logical approach to solving an anagram puzzle.
1157,235,"['Puzzles and Logic', 'Logical Reasoning']",Explaining step-by-step strategies for solving common word puzzles.,Explain the process of using letter frequency analysis to solve cryptograms.
1158,235,"['Puzzles and Logic', 'Logical Reasoning']",Explaining step-by-step strategies for solving common word puzzles.,Provide a step-by-step guide for solving a crossword clue with limited letters.
1159,235,"['Puzzles and Logic', 'Logical Reasoning']",Explaining step-by-step strategies for solving common word puzzles.,Explain how to use word pattern recognition to solve a word search puzzle efficiently.
1160,235,"['Puzzles and Logic', 'Logical Reasoning']",Explaining step-by-step strategies for solving common word puzzles.,Demonstrate how context clues help in solving fill-in-the-blank word puzzles.
1161,236,"['Mathematics and Numbers', 'Logical Reasoning']","Demonstrating how different number systems (binary, hexadecimal) work.",Convert the decimal number 45 to binary and explain the process.
1162,236,"['Mathematics and Numbers', 'Logical Reasoning']","Demonstrating how different number systems (binary, hexadecimal) work.",Describe a real-world application of hexadecimal numbers.
1163,236,"['Mathematics and Numbers', 'Logical Reasoning']","Demonstrating how different number systems (binary, hexadecimal) work.",Convert the binary number 101101 to hexadecimal.
1164,236,"['Mathematics and Numbers', 'Logical Reasoning']","Demonstrating how different number systems (binary, hexadecimal) work.",Explain how RGB color codes use hexadecimal notation.
1165,236,"['Mathematics and Numbers', 'Logical Reasoning']","Demonstrating how different number systems (binary, hexadecimal) work.",Demonstrate how binary addition works with the numbers 1101 and 1010.
1166,237,"['Scientific and Experimental', 'Summarization and Explanation']",Describing how scientific experiments are designed to test hypotheses.,Explain the importance of a control group in an experiment.
1167,237,"['Scientific and Experimental', 'Summarization and Explanation']",Describing how scientific experiments are designed to test hypotheses.,Describe the steps involved in designing a double-blind clinical trial.
1168,237,"['Scientific and Experimental', 'Summarization and Explanation']",Describing how scientific experiments are designed to test hypotheses.,Illustrate the process of formulating a testable hypothesis in physics.
1169,237,"['Scientific and Experimental', 'Summarization and Explanation']",Describing how scientific experiments are designed to test hypotheses.,Explain the significance of sample size in experimental research.
1170,237,"['Scientific and Experimental', 'Summarization and Explanation']",Describing how scientific experiments are designed to test hypotheses.,Describe how independent and dependent variables are identified in an experiment.
1171,238,"['Logical Reasoning', 'Creative Writing and Literature']",Generating creative riddles based on mathematical properties.,Create a riddle where the answer is a prime number.
1172,238,"['Logical Reasoning', 'Creative Writing and Literature']",Generating creative riddles based on mathematical properties.,Write a riddle that describes the concept of infinity.
1173,238,"['Logical Reasoning', 'Creative Writing and Literature']",Generating creative riddles based on mathematical properties.,Generate a riddle where the solution involves the Fibonacci sequence.
1174,238,"['Logical Reasoning', 'Creative Writing and Literature']",Generating creative riddles based on mathematical properties.,Create a riddle based on the sum of angles in a triangle.
1175,238,"['Logical Reasoning', 'Creative Writing and Literature']",Generating creative riddles based on mathematical properties.,Write a riddle that requires modular arithmetic to solve.
1176,239,"['Mathematics and Numbers', 'Scientific and Experimental']",Identifying patterns in famous mathematical sequences.,"Identify the next term in the Fibonacci sequence: 1, 1, 2, 3, 5, ?"
1177,239,"['Mathematics and Numbers', 'Scientific and Experimental']",Identifying patterns in famous mathematical sequences.,Describe how the Golden Ratio appears in the Fibonacci sequence.
1178,239,"['Mathematics and Numbers', 'Scientific and Experimental']",Identifying patterns in famous mathematical sequences.,"Find the missing term in this arithmetic sequence: 4, 10, 16, ?, 28."
1179,239,"['Mathematics and Numbers', 'Scientific and Experimental']",Identifying patterns in famous mathematical sequences.,Explain how Pascal’s Triangle is related to binomial coefficients.
1180,239,"['Mathematics and Numbers', 'Scientific and Experimental']",Identifying patterns in famous mathematical sequences.,Describe a real-world application of the harmonic series.
1181,240,"['Logical Reasoning', 'Summarization and Explanation']",Classifying different types of logical fallacies in arguments.,"Identify the logical fallacy in the following argument: 'If we allow people to own one pet, soon they will own ten, and our neighborhoods will be overrun.'"
1182,240,"['Logical Reasoning', 'Summarization and Explanation']",Classifying different types of logical fallacies in arguments.,Explain why an ad hominem fallacy weakens an argument.
1183,240,"['Logical Reasoning', 'Summarization and Explanation']",Classifying different types of logical fallacies in arguments.,"Classify the fallacy used in this statement: 'Everyone is buying this new phone, so it must be the best one available.'"
1184,240,"['Logical Reasoning', 'Summarization and Explanation']",Classifying different types of logical fallacies in arguments.,Provide an example of a false dilemma in a real-world debate.
1185,240,"['Logical Reasoning', 'Summarization and Explanation']",Classifying different types of logical fallacies in arguments.,Describe how a straw man fallacy misrepresents an opposing argument.
1186,241,"['Puzzles and Logic', 'Mathematics and Numbers']",Finding common number patterns in nature.,Explain how the Fibonacci sequence appears in sunflower seed arrangements.
1187,241,"['Puzzles and Logic', 'Mathematics and Numbers']",Finding common number patterns in nature.,Describe the role of fractals in natural formations such as snowflakes.
1188,241,"['Puzzles and Logic', 'Mathematics and Numbers']",Finding common number patterns in nature.,Identify the mathematical ratio commonly found in seashell spirals.
1189,241,"['Puzzles and Logic', 'Mathematics and Numbers']",Finding common number patterns in nature.,Analyze how hexagonal tiling is used in honeycombs.
1190,241,"['Puzzles and Logic', 'Mathematics and Numbers']",Finding common number patterns in nature.,Explain why the Golden Ratio appears frequently in plant growth patterns.
1191,242,"['Programming and Technology', 'Logical Reasoning']",Explaining the role of logic gates in digital circuits.,Describe the function of an AND gate with an example.
1192,242,"['Programming and Technology', 'Logical Reasoning']",Explaining the role of logic gates in digital circuits.,Explain how a NOT gate inverts a binary input.
1193,242,"['Programming and Technology', 'Logical Reasoning']",Explaining the role of logic gates in digital circuits.,Illustrate how a NAND gate can be used to create other logic gates.
1194,242,"['Programming and Technology', 'Logical Reasoning']",Explaining the role of logic gates in digital circuits.,Describe a real-world application of XOR gates in computing.
1195,242,"['Programming and Technology', 'Logical Reasoning']",Explaining the role of logic gates in digital circuits.,"Explain why universal gates (NAND, NOR) are important in circuit design."
1196,243,"['Logical Reasoning', 'Puzzles and Logic']",Solving classic lateral thinking puzzles and explaining the reasoning.,Solve the following puzzle: 'A man pushes his car to a hotel and loses his fortune. Why?'
1197,243,"['Logical Reasoning', 'Puzzles and Logic']",Solving classic lateral thinking puzzles and explaining the reasoning.,Explain the reasoning behind the famous 'green glass door' puzzle.
1198,243,"['Logical Reasoning', 'Puzzles and Logic']",Solving classic lateral thinking puzzles and explaining the reasoning.,Describe how lateral thinking differs from logical deduction.
1199,243,"['Logical Reasoning', 'Puzzles and Logic']",Solving classic lateral thinking puzzles and explaining the reasoning.,Generate a new lateral thinking puzzle that requires creative reasoning to solve.
1200,243,"['Logical Reasoning', 'Puzzles and Logic']",Solving classic lateral thinking puzzles and explaining the reasoning.,Explain the solution to the puzzle: 'A man was born in 1945 and died in 1925. How is this possible?'
1201,244,"['Language Learning and Translation', 'Creative Writing and Literature']",Translating and adapting humor across languages.,Translate the joke 'Why don’t skeletons fight each other? Because they don’t have the guts!' into Spanish while keeping it humorous.
1202,244,"['Language Learning and Translation', 'Creative Writing and Literature']",Translating and adapting humor across languages.,Explain why wordplay jokes are difficult to translate across languages.
1203,244,"['Language Learning and Translation', 'Creative Writing and Literature']",Translating and adapting humor across languages.,Identify a joke in French that does not have an equivalent in English and explain why.
1204,244,"['Language Learning and Translation', 'Creative Writing and Literature']",Translating and adapting humor across languages.,Describe how cultural context affects the way humor is interpreted in translations.
1205,244,"['Language Learning and Translation', 'Creative Writing and Literature']",Translating and adapting humor across languages.,Adapt an English pun-based joke into German while maintaining its comedic effect.
1206,245,"['Mathematics and Numbers', 'Logical Reasoning']",Exploring different ways to prove a mathematical statement.,Prove that the sum of the first n odd numbers is always a perfect square using induction.
1207,245,"['Mathematics and Numbers', 'Logical Reasoning']",Exploring different ways to prove a mathematical statement.,Explain how a proof by contradiction works using the irrationality of √2.
1208,245,"['Mathematics and Numbers', 'Logical Reasoning']",Exploring different ways to prove a mathematical statement.,Describe how a geometric proof can be used to show the Pythagorean theorem.
1209,245,"['Mathematics and Numbers', 'Logical Reasoning']",Exploring different ways to prove a mathematical statement.,Compare the differences between an algebraic proof and a combinatorial proof.
1210,245,"['Mathematics and Numbers', 'Logical Reasoning']",Exploring different ways to prove a mathematical statement.,Explain why some mathematical statements cannot be proven using elementary methods.
1211,246,"['Puzzles and Logic', 'Mathematics and Numbers']",Generating and analyzing numerical brain teasers.,Create a number puzzle where the answer is 42.
1212,246,"['Puzzles and Logic', 'Mathematics and Numbers']",Generating and analyzing numerical brain teasers.,"Explain the trick behind the classic 'Pick a number, double it, add 10, divide by 2, subtract your original number' puzzle."
1213,246,"['Puzzles and Logic', 'Mathematics and Numbers']",Generating and analyzing numerical brain teasers.,Design a number sequence puzzle that follows a hidden mathematical pattern.
1214,246,"['Puzzles and Logic', 'Mathematics and Numbers']",Generating and analyzing numerical brain teasers.,Analyze why certain number-based brain teasers seem paradoxical at first glance.
1215,246,"['Puzzles and Logic', 'Mathematics and Numbers']",Generating and analyzing numerical brain teasers.,"Provide a step-by-step solution to this math riddle: 'A farmer has 17 sheep, all but 9 run away. How many are left?'"
1216,247,"['Scientific and Experimental', 'Summarization and Explanation']",Explaining the significance of control groups in scientific research.,Describe how a control group is used in a clinical drug trial.
1217,247,"['Scientific and Experimental', 'Summarization and Explanation']",Explaining the significance of control groups in scientific research.,Explain why control groups are necessary in psychological experiments.
1218,247,"['Scientific and Experimental', 'Summarization and Explanation']",Explaining the significance of control groups in scientific research.,Compare the role of a control group to that of an experimental group in a scientific study.
1219,247,"['Scientific and Experimental', 'Summarization and Explanation']",Explaining the significance of control groups in scientific research.,Illustrate how a placebo control group helps determine drug effectiveness.
1220,247,"['Scientific and Experimental', 'Summarization and Explanation']",Explaining the significance of control groups in scientific research.,Describe the ethical considerations of using control groups in medical research.
1221,248,"['Logical Reasoning', 'Puzzles and Logic']",Designing logic puzzles where each step follows a strict rule.,Create a number sequence puzzle where each step follows a multiplication rule.
1222,248,"['Logical Reasoning', 'Puzzles and Logic']",Designing logic puzzles where each step follows a strict rule.,Design a puzzle that requires players to follow an exact sequence of logical deductions.
1223,248,"['Logical Reasoning', 'Puzzles and Logic']",Designing logic puzzles where each step follows a strict rule.,Write a step-by-step riddle where every new piece of information eliminates a possibility.
1224,248,"['Logical Reasoning', 'Puzzles and Logic']",Designing logic puzzles where each step follows a strict rule.,Develop a puzzle where only one of three given statements can be true.
1225,248,"['Logical Reasoning', 'Puzzles and Logic']",Designing logic puzzles where each step follows a strict rule.,Explain the solution to a logic puzzle that involves ordering steps chronologically.
1226,249,"['Personal Assistance and Development', 'Summarization and Explanation']",Comparing the effectiveness of different mnemonic techniques for memory recall.,Describe how the method of loci (memory palace) aids in recall.
1227,249,"['Personal Assistance and Development', 'Summarization and Explanation']",Comparing the effectiveness of different mnemonic techniques for memory recall.,Explain why chunking helps improve memory retention.
1228,249,"['Personal Assistance and Development', 'Summarization and Explanation']",Comparing the effectiveness of different mnemonic techniques for memory recall.,Compare the use of acronyms versus rhymes in remembering information.
1229,249,"['Personal Assistance and Development', 'Summarization and Explanation']",Comparing the effectiveness of different mnemonic techniques for memory recall.,Describe how spaced repetition works and its effectiveness.
1230,249,"['Personal Assistance and Development', 'Summarization and Explanation']",Comparing the effectiveness of different mnemonic techniques for memory recall.,Analyze why visualization-based mnemonics are often more effective than verbal ones.
1231,250,"['Mathematics and Numbers', 'Logical Reasoning']",Analyzing the mathematical properties of magic squares.,Explain how to construct a 3x3 magic square.
1232,250,"['Mathematics and Numbers', 'Logical Reasoning']",Analyzing the mathematical properties of magic squares.,"Analyze why the sum of each row, column, and diagonal in a magic square is the same."
1233,250,"['Mathematics and Numbers', 'Logical Reasoning']",Analyzing the mathematical properties of magic squares.,"Determine whether the following grid forms a magic square: [[8, 1, 6], [3, 5, 7], [4, 9, 2]]."
1234,250,"['Mathematics and Numbers', 'Logical Reasoning']",Analyzing the mathematical properties of magic squares.,Explain how magic squares relate to modular arithmetic.
1235,250,"['Mathematics and Numbers', 'Logical Reasoning']",Analyzing the mathematical properties of magic squares.,Describe the role of magic squares in ancient number theory.
1236,251,"['Logical Reasoning', 'Summarization and Explanation']",Finding common themes in famous philosophical paradoxes.,Explain the core idea behind Zeno’s paradoxes.
1237,251,"['Logical Reasoning', 'Summarization and Explanation']",Finding common themes in famous philosophical paradoxes.,Describe the central contradiction in the Ship of Theseus paradox.
1238,251,"['Logical Reasoning', 'Summarization and Explanation']",Finding common themes in famous philosophical paradoxes.,Analyze how the Sorites paradox challenges the definition of vague concepts.
1239,251,"['Logical Reasoning', 'Summarization and Explanation']",Finding common themes in famous philosophical paradoxes.,Explain why the Grandfather Paradox presents a problem for time travel theories.
1240,251,"['Logical Reasoning', 'Summarization and Explanation']",Finding common themes in famous philosophical paradoxes.,Identify a common logical flaw shared by the Liar Paradox and Russell’s Paradox.
1241,252,['Language Learning and Translation'],Translating idiomatic expressions between multiple languages while preserving meaning.,Translate the idiom 'A blessing in disguise' into Spanish and provide an equivalent meaning.
1242,252,['Language Learning and Translation'],Translating idiomatic expressions between multiple languages while preserving meaning.,Explain why some idioms cannot be translated literally between English and German.
1243,252,['Language Learning and Translation'],Translating idiomatic expressions between multiple languages while preserving meaning.,Find a Chinese idiom that conveys the same idea as 'Don't cry over spilled milk' and explain the difference in expression.
1244,252,['Language Learning and Translation'],Translating idiomatic expressions between multiple languages while preserving meaning.,Rewrite the phrase 'Kick the bucket' in a way that retains its meaning in French.
1245,252,['Language Learning and Translation'],Translating idiomatic expressions between multiple languages while preserving meaning.,Describe how cultural differences affect idiomatic expressions in different languages.
1246,253,"['Language Learning and Translation', 'Programming and Technology']",Identifying and correcting common translation errors in machine-generated text.,Correct grammatical mistakes in the following machine-generated translation: 'He have went to the store yesterday.'
1247,253,"['Language Learning and Translation', 'Programming and Technology']",Identifying and correcting common translation errors in machine-generated text.,Explain why machine translations often struggle with gendered nouns in languages like Spanish and German.
1248,253,"['Language Learning and Translation', 'Programming and Technology']",Identifying and correcting common translation errors in machine-generated text.,Identify a mistranslation in this sentence and suggest a correction: 'She cooked a cloud for dinner.'
1249,253,"['Language Learning and Translation', 'Programming and Technology']",Identifying and correcting common translation errors in machine-generated text.,Describe how context errors affect machine translations of homonyms.
1250,253,"['Language Learning and Translation', 'Programming and Technology']",Identifying and correcting common translation errors in machine-generated text.,Explain the role of parallel corpora in improving translation accuracy.
1251,254,"['Language Learning and Translation', 'Programming and Technology']",Comparing different machine translation models for accuracy and fluency.,"Translate the same paragraph using Google Translate and DeepL, then compare the results."
1252,254,"['Language Learning and Translation', 'Programming and Technology']",Comparing different machine translation models for accuracy and fluency.,Explain the difference between rule-based and neural machine translation models.
1253,254,"['Language Learning and Translation', 'Programming and Technology']",Comparing different machine translation models for accuracy and fluency.,Evaluate how well an AI model translates idioms compared to a human translator.
1254,254,"['Language Learning and Translation', 'Programming and Technology']",Comparing different machine translation models for accuracy and fluency.,Identify the most common types of errors in statistical versus neural translation models.
1255,254,"['Language Learning and Translation', 'Programming and Technology']",Comparing different machine translation models for accuracy and fluency.,"Analyze how translation quality changes when translating between distant language pairs (e.g., English to Chinese vs. English to German)."
